step,R_mean,R_std
123,0.0005303464150056244,0.0005412184613394032
124,0.00013666781410574913,0.00017430598563605788
125,3.2953580220540364e-05,3.163579333334844e-05
126,3.462276856104533e-05,2.0422291315862636e-05
127,2.9188930988311768e-05,9.538895913254282e-06
128,2.105577290058136e-05,2.699807286262513e-06
129,0.0006917999684810639,0.0006905417144298554
130,0.0004938328464825949,0.0006879338620010804
131,0.0005371052548289299,0.0005973829718175489
132,0.0009048165902495384,0.0005581694915890694
133,0.0006346985921263696,0.0004259279280029623
134,0.00042058102538188296,0.00028136555480809964
135,0.0003580782227218151,7.355004921555521e-05
136,2.1194686492284138e-05,2.6338736200329456e-05
137,2.372539043426514e-05,7.962405681610108e-06
138,2.2414088249206543e-05,0.0
139,0.0003916136125723521,0.000513985827458652
140,0.001160479336977005,0.0
141,0.001214687392115593,0.00018621750175952913
142,0.0007648643205563228,0.0006595972839345046
143,0.0007424347313741843,0.0004711666090879441
144,0.00040129349398193884,0.0002696588796432462
145,0.0001933604460209608,0.00015419280202862444
146,0.000509509302675724,0.0006599476756514394
147,0.0006811027228832246,0.0005846434124945473
148,0.0006210514515638352,0.0006012502210981411
149,0.0003377500507714493,0.0003218162695676217
150,0.00012765035281578702,0.00018457944924510312
151,0.00032864403128623966,0.00045527679491116647
152,0.0005253649155298869,0.0006629025197202142
153,0.0005603713542222977,0.0007372003686242506
154,0.0005643285736441613,0.0007196536171631458
155,0.0005544230927314078,0.0005541407405636604
156,0.0004516617804765701,0.0005448946549666154
157,0.00039028578263241795,0.0004066031964176906
158,0.0003366020902991295,0.00030176733491505943
159,0.0002703330116346479,0.00018722835758831107
160,0.0004026283800601959,0.0005380963281145378
161,0.0003043522738984653,0.0004834079167830765
162,0.0002939669365684191,0.0004759571811280277
163,0.00046801791153848173,0.0005798509479122923
164,0.0004696024912409484,0.0006224793768697208
165,0.0005752526347835859,0.0006667507116047152
166,0.0007378854666437423,0.0006207292542624956
167,0.0008859314471483231,0.0005037768035605179
168,0.0005886879533529281,0.0005204603298791314
169,0.00044954542070627215,0.0004912847136694441
170,0.00039642373472452164,0.000579153290126772
171,0.0006128200948238373,0.0006958369153871632
172,0.0009092837671438853,0.0006170716808579883
173,0.0008388010462125143,0.000570136947185394
174,0.0008234444955984751,0.0005567678129829889
175,0.0005753053650259972,0.0005770641722470594
176,0.0005089023008476943,0.0005701483619473901
177,0.00019311090111732483,0.0003123665224706654
178,5.2599996328353874e-05,2.400481818103989e-05
179,1.8061339855194092e-05,0.0
180,0.0006882501989603042,0.0006552301198244094
181,0.0004391193439563116,0.0005510071462849804
182,0.0006163854598999023,0.000579759955406189
183,0.0006319722607731819,0.0006255504572663335
184,0.000611006273329258,0.0005928668540145634
185,0.0004851708685358366,0.0005227059152241012
186,0.0005103350318968296,0.0005125141995245426
187,0.0006795977453390757,0.0004462828929241753
188,0.00044625794887542727,0.0005582506266378982
189,0.00045753210783004765,0.0006944365218865495
190,0.0005535245299339294,0.0006562303838965704
191,0.0004602257512509823,0.0006183157382608252
192,0.0004886362254619598,0.0006023743989910683
193,0.00038849043250083925,0.00038893801413953755
194,0.0002411500457674265,0.000197247276465943
195,0.00016559876998265585,0.00014683448226418045
196,8.521883487701416e-05,8.1135510773685e-05
197,0.00018855826184153556,0.00023851308514389298
198,0.0004466165788471699,0.00038150353999341386
199,0.00027667093724012375,0.00030428022995409226
200,0.00012188853621482849,0.0001754679591127615
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
